Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
11/24/2001,Purdue,7,18,-8,62,31,263,0,2,Indiana,13,51,204,19,7,96,1,2
11/24/2001,Rice,20,57,174,18,10,117,2,0,Southern Methodist,37,37,141,31,17,247,1,0
11/24/2001,South Florida,34,24,138,34,15,132,1,1,Utah State,13,37,59,51,28,363,2,3
11/24/2001,Southern Methodist,37,37,141,31,17,247,1,0,Rice,20,57,174,18,10,117,2,0
11/24/2001,Stanford,17,45,199,23,8,159,1,2,Notre Dame,13,43,241,20,2,64,1,0
11/24/2001,Syracuse,39,66,322,21,16,253,0,0,Boston College,28,27,216,28,17,217,0,1
11/24/2001,Temple,56,42,339,19,14,205,0,1,Connecticut,7,36,23,28,12,90,2,1
11/24/2001,Tennessee,38,35,189,31,21,285,0,2,Vanderbilt,0,36,61,27,17,144,3,0
11/24/2001,Texas Tech,58,16,110,56,48,432,0,1,Stephen F Austin,3,31,98,28,18,171,3,1
11/24/2001,Texas-El Paso,31,34,188,25,17,217,0,0,Nevada-Reno,48,56,409,24,13,119,0,0
11/24/2001,Tulsa,7,45,191,30,12,116,1,0,Louisiana Tech,19,43,233,28,16,137,0,0
11/24/2001,UL-Lafayette,0,27,30,41,20,184,1,1,Central Florida,31,30,153,32,17,272,2,1
11/24/2001,Utah State,13,37,59,51,28,363,2,3,South Florida,34,24,138,34,15,132,1,1
11/24/2001,Vanderbilt,0,36,61,27,17,144,3,0,Tennessee,38,35,189,31,21,285,0,2
11/24/2001,Wake Forest,38,58,232,24,13,157,1,0,Northern Illinois,35,36,122,28,14,201,0,1
11/24/2001,Washington,7,45,98,36,17,194,6,1,Miami-Florida,64,37,211,24,15,202,1,0
11/24/2001,West Virginia,17,37,104,23,10,68,0,0,Pittsburgh,23,45,178,30,18,282,0,1
11/24/2001,Western Michigan,31,36,88,42,19,274,0,0,Ball State,35,45,100,24,14,284,0,1
11/24/2001,Wisconsin,31,37,256,37,17,238,1,0,Minnesota,42,43,208,26,18,269,1,0
11/24/2001,Wyoming,14,39,121,32,14,165,1,0,Kansas,27,50,230,27,13,221,1,0
11/29/2001,Alabama,28,40,221,19,7,90,1,2,Southern Miss,15,37,47,36,23,239,1,2
11/29/2001,Southern Miss,15,37,47,36,23,239,1,2,Alabama,28,40,221,19,7,90,1,2
11/30/2001,Marshall,36,21,110,52,32,431,1,2,Toledo,41,56,288,25,16,175,0,1
11/30/2001,Toledo,41,56,288,25,16,175,0,1,Marshall,36,21,120,52,32,421,1,2
12/01/2001,Air Force,38,51,239,11,4,35,0,0,Utah,37,56,382,22,12,161,2,1
12/01/2001,Alabama-Birmingham,6,32,76,36,16,198,0,1,Pittsburgh,24,41,152,29,15,172,1,0
12/01/2001,Arizona State,42,37,184,29,16,226,1,1,U.C.L.A.,52,48,237,38,21,299,1,0
12/01/2001,Army,26,52,222,19,8,119,4,1,Navy,17,37,97,36,12,142,1,1
12/01/2001,Auburn,14,30,116,27,13,177,2,0,Louisiana State,27,42,188,35,17,243,1,0
12/01/2001,Brigham Young,41,43,139,32,23,390,3,1,Mississippi State,38,27,160,28,20,346,1,2
12/01/2001,Cincinnati,42,45,139,34,19,262,1,2,UL-Monroe,10,36,94,26,9,111,1,2
12/01/2001,Clemson,59,45,328,31,18,280,1,1,Duke,31,29,82,57,24,312,2,1
12/01/2001,Colorado,39,53,223,19,8,111,2,0,Texas,37,23,92,43,24,370,3,1
12/01/2001,Duke,31,29,82,57,24,312,2,1,Clemson,59,45,328,31,18,280,1,1
12/01/2001,Florida,32,23,36,53,34,371,1,0,Tennessee,34,31,242,25,17,168,2,1
12/01/2001,Florida State,28,46,168,25,14,248,0,0,Georgia Tech,17,29,51,39,25,275,1,0
12/01/2001,Fresno State,70,54,244,31,24,469,0,0,Utah State,21,24,92,39,21,240,3,0
12/01/2001,Georgia,35,45,213,29,14,256,1,1,Houston,7,25,46,46,28,191,2,1
12/01/2001,Georgia Tech,17,29,51,39,25,275,1,0,Florida State,28,46,168,25,14,248,0,0
12/01/2001,Houston,7,25,46,46,28,191,2,1,Georgia,35,45,213,29,14,256,1,1
12/01/2001,Indiana,26,55,215,31,15,194,0,0,Kentucky,15,19,16,47,26,324,1,0
12/01/2001,Kentucky,15,19,16,47,26,324,1,0,Indiana,26,55,215,31,15,194,0,0
12/01/2001,Louisiana State,27,42,188,35,17,243,1,0,Auburn,14,30,116,27,13,177,2,0
12/01/2001,Miami-Florida,26,41,149,44,21,235,0,2,Virginia Tech,24,39,167,16,4,81,4,1
12/01/2001,Michigan State,55,52,264,27,17,375,1,1,Missouri,7,40,167,30,10,74,2,1
12/01/2001,Mississippi,38,42,201,40,23,286,3,0,Vanderbilt,27,26,119,41,23,286,2,1
12/01/2001,Mississippi State,38,27,160,28,20,346,1,2,Brigham Young,41,43,139,32,23,390,3,1
12/01/2001,Missouri,7,40,167,30,10,74,2,1,Michigan State,55,52,264,27,17,375,1,1
12/01/2001,Navy,17,37,97,36,12,142,1,1,Army,26,52,222,19,8,119,4,1
12/01/2001,North Carolina,19,32,162,27,15,212,2,1,Southern Methodist,10,32,96,31,20,202,0,0
12/01/2001,North Texas,16,43,72,18,9,145,2,1,Troy State,18,40,162,22,14,86,1,0
12/01/2001,Notre Dame,24,40,131,15,7,31,0,1,Purdue,18,33,74,52,24,258,3,1
12/01/2001,Oregon,17,34,105,22,11,104,0,1,Oregon State,14,38,107,39,20,252,1,0
12/01/2001,Oregon State,14,38,107,39,20,252,1,0,Oregon,17,34,105,22,11,104,0,1
12/01/2001,Penn State,14,39,164,28,12,136,4,1,Virginia,20,50,188,23,13,131,0,0
12/01/2001,Pittsburgh,24,41,152,29,15,172,1,0,Alabama-Birmingham,6,32,76,36,16,198,0,1
12/01/2001,Purdue,18,33,74,52,24,258,3,1,Notre Dame,24,40,131,15,7,31,0,1
12/01/2001,San Jose State,14,38,30,42,21,279,1,1,Stanford,41,47,220,22,12,256,1,2
12/01/2001,Southern Methodist,10,32,76,31,20,202,0,0,North Carolina,19,32,162,27,15,212,2,1
12/01/2001,Stanford,41,47,220,22,12,256,1,2,San Jose State,14,38,30,41,20,279,1,1
12/01/2001,Tennessee,34,31,242,25,17,168,2,1,Florida,32,23,36,53,34,371,1,0
12/01/2001,Texas,37,23,92,43,24,370,3,1,Colorado,39,53,223,19,8,111,2,0
12/01/2001,Troy State,18,40,162,22,14,86,1,0,North Texas,16,43,72,18,9,145,2,1
12/01/2001,U.C.L.A.,52,48,237,38,21,299,1,0,Arizona State,42,37,184,29,16,226,1,1
12/01/2001,UL-Monroe,10,36,94,26,9,111,1,2,Cincinnati,42,45,139,34,19,262,1,2
12/01/2001,Utah,37,56,382,22,12,161,2,1,Air Force,38,51,239,11,4,35,0,0
12/01/2001,Utah State,21,24,92,39,21,240,3,0,Fresno State,70,54,244,31,24,469,0,0
12/01/2001,Vanderbilt,27,26,119,41,23,286,2,1,Mississippi,38,42,201,40,23,286,3,0
12/01/2001,Virginia,20,50,188,23,13,131,0,0,Penn State,14,39,164,28,12,136,4,1
12/01/2001,Virginia Tech,24,39,167,16,4,81,4,1,Miami-Florida,26,41,149,44,21,235,0,2
12/07/2001,Southern Miss,12,30,94,37,20,224,3,0,Texas Christian,14,42,123,31,15,274,1,0
12/07/2001,Texas Christian,14,42,123,31,15,274,1,0,Southern Miss,12,30,94,37,20,224,3,0
12/08/2001,Brigham Young,45,40,97,65,40,515,1,6,Hawaii,72,21,103,52,29,543,1,4
12/08/2001,Hawaii,72,21,103,52,29,543,1,4,Brigham Young,45,40,97,65,40,515,1,6
12/08/2001,Louisiana State,31,42,134,35,14,151,0,0,Tennessee,20,18,50,43,27,332,0,2
12/08/2001,Tennessee,20,18,50,43,27,332,0,2,Louisiana State,31,42,134,35,14,151,0,0
