Week,Team,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
09/16/2000,Notre Dame,23,34,78,25,14,158,1,0,Purdue,21,43,177,24,13,221,1,1
09/16/2000,UL-Monroe,27,38,69,37,25,369,2,1,Nicholls State,21,37,156,13,2,0,1,0
09/16/2000,New Mexico,16,47,137,15,6,31,0,0,New Mexico State,13,42,185,27,10,185,1,2
09/16/2000,New Mexico State,13,42,185,27,10,185,1,2,New Mexico,16,47,137,15,6,31,0,0
09/16/2000,North Texas,0,45,119,37,18,178,0,3,Nevada-Las Vegas,38,44,314,15,7,133,0,1
09/16/2000,Northwestern,14,29,113,23,13,145,3,1,Texas Christian,41,69,387,12,8,101,1,0
09/16/2000,Ohio,52,66,429,15,11,168,0,2,Tennessee Tech,14,27,95,35,18,180,2,0
09/16/2000,Ohio State,27,56,273,30,13,194,0,0,"Miami, Ohio",16,22,132,48,21,236,3,0
09/16/2000,Oklahoma State,23,41,169,21,10,222,0,1,S W Texas State,0,29,36,27,14,105,1,0
09/16/2000,Oregon,42,46,217,30,18,233,0,0,Idaho,13,25,119,35,15,186,0,2
09/16/2000,Penn State,0,33,64,36,18,161,1,1,Pittsburgh,12,44,107,19,11,272,1,1
09/16/2000,Pittsburgh,12,44,107,19,11,272,1,1,Penn State,0,33,64,36,18,161,1,1
09/16/2000,Purdue,21,43,177,24,13,221,1,1,Notre Dame,23,34,78,25,14,158,1,0
09/16/2000,Rice,16,62,335,21,6,82,1,3,Tulsa,23,36,73,27,10,194,1,1
09/16/2000,Rutgers,0,24,57,49,17,184,4,0,Virginia Tech,49,58,348,28,15,179,0,3
09/16/2000,South Carolina,41,44,336,33,19,240,0,2,Eastern Michigan,6,27,43,33,20,149,0,1
09/16/2000,San Diego State,3,37,72,29,15,124,1,0,Arizona,17,36,185,31,19,200,1,3
09/16/2000,San Jose State,47,38,199,21,15,295,2,0,Southern Utah,7,62,262,9,6,86,1,2
09/16/2000,Southern Miss,21,37,51,23,14,159,1,0,Alabama,0,33,95,35,19,122,2,2
09/16/2000,Southern Methodist,0,51,101,30,15,75,4,1,No Carolina State,41,25,99,29,18,331,2,1
09/16/2000,Stanford,27,37,60,37,15,255,0,0,Texas,24,28,13,46,21,330,2,0
09/16/2000,UL-Lafayette,0,34,94,22,11,85,3,0,Texas Tech,26,31,101,37,24,240,2,0
09/16/2000,Texas Christian,41,69,387,12,8,101,1,0,Northwestern,14,29,113,23,13,145,3,1
09/16/2000,Temple,31,38,127,34,24,272,2,0,Bowling Green,14,29,26,28,14,164,0,0
09/16/2000,Tennessee,23,49,203,29,17,140,1,1,Florida,27,21,39,43,20,290,1,0
09/16/2000,Texas,24,28,13,46,21,330,2,0,Stanford,27,37,60,37,15,255,0,0
09/16/2000,Toledo,31,45,258,28,11,103,1,0,Eastern Illinois,26,29,108,46,25,414,3,2
09/16/2000,Texas Tech,26,31,101,37,24,240,2,0,UL-Lafayette,0,34,94,22,11,85,3,0
09/16/2000,Tulane,17,53,188,35,20,299,0,2,East Carolina,37,44,247,33,13,258,0,0
09/16/2000,Tulsa,23,36,73,27,10,194,1,1,Rice,16,62,335,21,6,82,1,3
09/16/2000,Texas A & M,45,40,236,29,18,178,1,0,Texas-El Paso,17,37,82,31,19,218,1,0
09/16/2000,Alabama-Birmingham,20,51,193,24,10,45,1,0,Kansas,23,44,209,23,10,152,2,2
09/16/2000,U.C.L.A.,23,39,126,41,22,268,0,3,Michigan,20,46,263,28,8,111,1,1
09/16/2000,Nevada-Las Vegas,38,44,314,15,7,133,0,1,North Texas,0,42,108,34,17,163,0,3
09/16/2000,Utah,21,28,136,43,20,282,1,1,Washington State,38,51,213,18,11,211,0,1
09/16/2000,Texas-El Paso,17,37,82,31,19,218,1,0,Texas A & M,45,40,236,28,18,178,1,0
09/16/2000,Vanderbilt,7,32,90,45,20,278,2,2,Mississippi,12,37,201,23,14,133,1,0
09/16/2000,Virginia,26,45,119,30,20,333,0,0,Duke,10,34,133,36,18,198,1,0
09/16/2000,Virginia Tech,49,58,348,28,15,179,0,3,Rutgers,0,24,57,49,17,184,4,0
09/16/2000,Washington,17,49,205,29,15,200,2,2,Colorado,14,35,69,27,15,174,0,2
09/16/2000,Washington State,38,51,213,18,11,211,0,1,Utah,21,28,136,43,20,282,1,1
09/16/2000,Wake Forest,7,35,102,17,7,57,0,2,Clemson,55,66,436,21,10,187,0,0
09/16/2000,Wisconsin,28,47,198,21,11,107,0,0,Cincinnati,25,37,113,37,19,238,1,0
09/16/2000,Western Michigan,56,52,295,27,14,194,0,0,Indiana State,0,41,77,13,6,64,0,2
09/16/2000,West Virginia,30,45,276,22,14,165,0,3,Maryland,17,30,71,30,19,215,1,0
09/16/2000,Wyoming,31,55,321,17,5,47,1,0,Central Michigan,10,31,43,36,18,240,0,2
09/23/2000,Air Force,23,54,242,11,5,149,0,1,Utah,14,41,136,28,16,195,0,0
09/23/2000,Akron,23,48,133,33,20,258,0,0,Ohio,20,46,284,15,4,92,2,1
09/23/2000,Arkansas State,3,43,86,18,8,65,2,2,Texas Christian,52,44,255,18,13,211,1,0
09/23/2000,Alabama,21,57,226,20,8,117,0,1,Arkansas,28,29,151,33,20,173,1,1
09/23/2000,Arkansas,28,29,151,33,20,173,1,1,Alabama,21,57,226,20,8,117,0,1
09/23/2000,Army,16,30,38,45,31,269,3,1,Memphis,26,38,130,34,23,208,1,1
09/23/2000,Auburn,31,35,189,29,21,222,1,1,Northern Illinois,14,42,129,35,17,239,2,1
09/23/2000,Arizona State,44,48,131,21,12,374,0,2,Utah State,20,32,103,38,17,240,3,1
09/23/2000,Baylor,28,39,147,29,20,223,0,1,South Florida,13,27,173,42,22,236,0,4
09/23/2000,Boise State,47,45,270,31,18,245,0,0,Central Michigan,10,31,80,33,19,188,1,1
09/23/2000,Boston College,48,47,211,33,24,414,1,0,Navy,7,44,112,24,11,111,0,2
09/23/2000,Bowling Green,17,50,112,20,5,63,0,0,Buffalo,20,31,64,38,24,183,2,1
09/23/2000,Buffalo,20,31,50,38,24,197,2,1,Bowling Green,17,50,112,20,5,63,0,0
09/23/2000,Brigham Young,10,47,196,29,15,157,1,0,Nevada-Las Vegas,7,33,41,17,11,202,1,1
09/23/2000,California,3,35,108,36,16,197,2,0,Fresno State,17,30,64,41,24,325,1,1
09/23/2000,Central Florida,52,37,112,35,19,278,1,1,William & Mary,7,38,66,19,7,71,1,2
09/23/2000,Cincinnati,6,35,114,45,22,239,0,1,Indiana,42,46,295,21,10,221,1,1
09/23/2000,Clemson,31,43,327,25,15,154,1,3,Virginia,10,36,111,39,17,170,1,0
09/23/2000,Central Michigan,10,31,80,33,19,188,1,1,Boise State,47,45,270,31,18,245,0,0
09/23/2000,Duke,7,27,66,36,18,163,2,1,Vanderbilt,26,34,174,40,23,266,1,1
09/23/2000,East Carolina,34,39,177,17,8,201,0,0,Syracuse,17,48,247,22,12,179,2,0
09/23/2000,Eastern Michigan,40,36,132,50,34,364,1,1,Temple,49,39,298,16,10,163,0,1
09/23/2000,Florida,59,35,190,27,15,262,0,0,Kentucky,31,29,141,60,35,363,2,2
09/23/2000,Fresno State,17,30,64,41,24,325,1,1,California,3,35,108,36,16,197,2,0
09/23/2000,Florida State,31,48,235,34,23,274,3,2,Louisville,0,21,3,45,24,207,1,1
09/23/2000,Georgia,37,42,237,25,13,191,1,0,New Mexico State,0,41,102,21,9,82,0,0
09/23/2000,Georgia Tech,23,42,141,43,24,226,1,2,No Carolina State,30,31,66,36,21,262,2,0
09/23/2000,Hawaii,7,25,53,50,15,211,2,1,Texas-El Paso,39,47,140,34,18,265,1,3
09/23/2000,Houston,0,30,13,40,19,185,2,3,Texas,48,32,96,37,22,253,3,1
09/23/2000,Idaho,38,44,216,36,22,246,3,1,Washington State,34,36,183,32,16,292,0,2
09/23/2000,Illinois,31,32,95,38,27,352,0,2,Michigan,35,55,341,28,12,172,0,0
09/23/2000,Indiana,42,46,295,21,10,221,1,1,Cincinnati,6,35,114,45,22,239,0,1
09/23/2000,Iowa,13,31,47,40,19,252,2,0,Nebraska,42,51,331,13,10,159,0,1
09/23/2000,Kansas,42,47,206,20,9,124,0,2,Southern Illinois,0,45,122,11,6,43,1,4
09/23/2000,Kent State,14,37,193,28,14,110,1,2,"Miami, Ohio",45,37,210,36,23,286,1,1
09/23/2000,Kansas State,55,58,260,22,15,217,1,2,North Texas,10,28,103,17,7,35,0,2
09/23/2000,Kentucky,31,29,141,60,35,363,2,2,Florida,59,35,190,27,15,262,0,0
09/23/2000,Louisville,0,21,3,45,24,207,1,1,Florida State,31,48,235,34,23,274,3,2
09/23/2000,Louisiana State,10,36,107,38,15,156,4,2,Alabama-Birmingham,13,38,113,22,8,65,1,2
09/23/2000,Louisiana Tech,10,42,196,24,14,141,2,2,Tulsa,22,45,177,28,14,141,0,1
09/23/2000,Marshall,15,23,90,35,19,215,0,0,North Carolina,20,37,142,39,24,292,2,0
09/23/2000,Michigan State,27,50,167,24,12,181,1,1,Notre Dame,21,37,149,16,5,63,1,0
09/23/2000,Maryland,45,38,171,31,21,357,1,1,Mid Tennessee St,27,31,129,52,30,342,1,0
09/23/2000,Memphis,26,40,130,32,21,208,1,1,Army,16,30,38,45,31,269,3,1
09/23/2000,"Miami, Florida",47,36,96,33,22,291,0,2,West Virginia,10,40,155,36,15,162,2,2
09/23/2000,"Miami, Ohio",45,37,210,36,23,286,1,1,Kent State,14,37,193,28,14,110,1,2
09/23/2000,Michigan,35,55,341,28,12,172,0,0,Illinois,31,32,95,38,27,352,0,2
09/23/2000,Minnesota,24,28,55,39,22,214,1,0,Purdue,38,39,122,50,33,409,0,2
09/23/2000,Mississippi State,19,37,94,36,17,224,1,2,South Carolina,23,32,30,41,20,330,0,2
09/23/2000,Mid Tennessee St,27,31,129,52,30,342,1,0,Maryland,45,38,171,31,21,357,1,1
09/23/2000,Navy,7,44,112,24,11,111,0,2,Boston College,48,47,211,33,24,414,1,0
09/23/2000,North Carolina,20,37,142,39,24,292,2,0,Marshall,15,23,90,35,19,215,0,0
09/23/2000,No Carolina State,30,31,66,36,21,262,2,0,Georgia Tech,23,42,141,43,24,226,1,2
09/23/2000,Notre Dame,21,37,149,16,5,63,1,0,Michigan State,27,50,167,24,12,181,1,1
09/23/2000,Nebraska,42,51,331,13,10,159,0,1,Iowa,13,31,47,40,19,252,2,0
09/23/2000,UL-Monroe,3,26,33,37,21,146,1,1,Tennessee,70,42,234,31,20,274,1,1
09/23/2000,Nevada,35,34,169,28,16,195,0,0,Wyoming,28,34,176,45,26,259,2,1
09/23/2000,Northern Illinois,14,42,129,35,17,239,2,1,Auburn,31,35,189,29,21,222,1,1
09/23/2000,New Mexico,35,55,186,15,12,162,1,1,Northern Arizona,28,27,113,39,19,268,3,0
09/23/2000,New Mexico State,0,41,102,21,9,82,0,0,Georgia,37,42,237,25,13,191,1,0
09/23/2000,North Texas,10,28,103,17,7,35,0,2,Kansas State,55,58,260,22,15,217,1,2
09/23/2000,Northwestern,47,38,266,41,21,278,0,0,Wisconsin,44,60,352,24,12,153,0,2
09/23/2000,Ohio,20,46,284,15,4,92,2,1,Akron,23,48,133,33,20,258,0,0
09/23/2000,Ohio State,45,47,158,22,13,239,1,0,Penn State,6,38,93,23,11,120,1,2
09/23/2000,Oklahoma,42,33,189,36,28,343,2,1,Rice,14,51,145,12,6,117,1,1
09/23/2000,Oklahoma State,6,38,157,35,16,146,3,1,Southern Miss,28,32,-7,37,20,257,0,2
09/23/2000,Oregon,29,52,208,34,15,153,0,0,U.C.L.A.,10,26,-9,34,14,206,1,2
09/23/2000,Oregon State,35,46,153,30,15,183,0,0,San Diego State,3,38,71,30,15,156,4,3
09/23/2000,Penn State,6,38,93,23,11,120,1,2,Ohio State,45,47,158,22,13,239,1,0
09/23/2000,Pittsburgh,29,55,212,27,19,218,2,5,Rutgers,17,21,-13,37,20,225,1,1
09/23/2000,Purdue,38,39,122,50,33,409,0,2,Minnesota,24,28,55,39,22,214,1,0
09/23/2000,Rice,14,51,145,12,6,117,1,1,Oklahoma,42,33,189,36,28,343,2,1
09/23/2000,Rutgers,17,21,-13,37,20,225,1,1,Pittsburgh,29,55,212,27,19,218,2,5
09/23/2000,Southern Cal,34,46,234,38,22,338,0,4,San Jose State,24,29,110,41,20,256,1,0
09/23/2000,South Carolina,23,32,30,41,20,330,0,2,Mississippi State,19,37,94,36,17,224,1,2
09/23/2000,San Diego State,3,38,71,30,15,156,4,3,Oregon State,35,46,153,30,15,183,0,0
09/23/2000,San Jose State,24,29,110,41,20,256,1,0,Southern Cal,34,46,233,38,22,338,0,4
09/23/2000,Southern Miss,28,32,-7,37,20,257,0,2,Oklahoma State,6,38,157,35,16,146,3,1
09/23/2000,Southern Methodist,17,28,116,49,27,264,0,1,Tulane,29,26,64,53,35,392,0,0
09/23/2000,UL-Lafayette,21,41,204,21,10,123,0,0,Northwestern St(LA),23,41,188,33,13,117,0,0
09/23/2000,Syracuse,17,48,247,22,12,179,2,0,East Carolina,34,39,163,17,8,215,0,0
09/23/2000,Texas Christian,52,44,255,18,13,211,1,0,Arkansas State,3,43,86,18,8,65,2,2
09/23/2000,Temple,49,39,298,16,10,163,0,1,Eastern Michigan,40,36,132,50,34,364,1,1
09/23/2000,Tennessee,70,42,234,31,20,274,1,1,UL-Monroe,3,26,33,37,21,146,1,1
09/23/2000,Texas,48,32,96,37,22,253,3,1,Houston,0,32,13,38,17,185,2,3
09/23/2000,Toledo,14,29,124,50,23,188,1,0,Western Michigan,21,40,132,37,18,231,0,2
09/23/2000,Tulane,29,26,64,53,35,392,0,0,Southern Methodist,17,28,116,49,27,264,0,1
09/23/2000,Tulsa,22,45,177,28,14,141,0,1,Louisiana Tech,10,42,196,24,14,141,2,2
09/23/2000,Alabama-Birmingham,13,38,113,22,8,65,1,2,Louisiana State,10,36,107,38,15,156,4,2
09/23/2000,U.C.L.A.,10,26,-9,34,14,206,1,2,Oregon,29,52,208,34,15,153,0,0
09/23/2000,Nevada-Las Vegas,7,33,41,17,11,202,1,1,Brigham Young,10,47,196,29,15,157,1,0
09/23/2000,Utah,14,41,136,28,16,195,0,0,Air Force,23,54,242,11,5,149,0,1
09/23/2000,Texas-El Paso,39,47,140,34,18,265,1,3,Hawaii,7,25,53,50,15,211,2,1
09/23/2000,Utah State,20,32,103,38,17,240,3,1,Arizona State,44,48,131,21,12,374,0,2
09/23/2000,Vanderbilt,26,34,174,40,23,266,1,1,Duke,7,27,66,36,18,163,2,1
09/23/2000,Virginia,10,36,111,39,17,170,1,0,Clemson,31,43,327,25,15,154,1,3
09/23/2000,Washington State,34,36,183,32,16,292,0,2,Idaho,38,44,216,36,22,246,3,1
09/23/2000,Wisconsin,44,60,352,24,12,153,0,2,Northwestern,47,38,266,41,21,278,0,0
09/23/2000,Western Michigan,21,40,132,37,18,231,0,2,Toledo,14,29,124,50,23,188,1,0
09/23/2000,West Virginia,10,40,155,36,15,162,2,2,"Miami, Florida",47,36,96,33,22,291,0,2
09/23/2000,Wyoming,28,34,176,45,26,259,2,1,Nevada,35,34,169,28,16,195,0,0
09/30/2000,Air Force,13,51,219,21,9,133,1,0,Nevada-Las Vegas,34,46,224,22,16,259,0,1
09/30/2000,Akron,37,43,243,19,9,214,1,1,"Miami, Ohio",20,43,256,49,20,174,2,1
09/30/2000,Arkansas State,27,35,141,21,12,242,0,1,Richmond,30,66,402,14,3,35,0,0
09/30/2000,Alabama,27,33,146,32,19,204,2,0,South Carolina,17,32,85,44,20,264,3,1
09/30/2000,Arizona,27,46,192,23,12,198,1,2,Stanford,3,30,68,32,14,177,2,4
09/30/2000,Arkansas,7,26,52,38,19,162,2,1,Georgia,38,46,175,25,13,168,0,0
09/30/2000,Auburn,33,33,154,33,16,227,1,0,Vanderbilt,0,29,65,34,15,87,0,0
09/30/2000,Arizona State,31,24,98,49,24,365,2,2,U.C.L.A.,38,48,233,31,17,267,1,3
09/30/2000,Ball State,14,42,66,24,17,170,0,3,Northern Illinois,43,50,192,16,9,236,0,1
09/30/2000,Baylor,17,37,108,27,8,161,1,2,Iowa State,31,53,308,23,12,167,0,2
09/30/2000,Boston College,34,40,213,24,11,74,1,0,Virginia Tech,48,57,420,17,5,61,1,2
09/30/2000,Bowling Green,18,43,124,21,13,111,1,2,Kent State,11,32,38,53,27,285,3,0
09/30/2000,Buffalo,14,25,6,28,15,186,1,1,Marshall,47,46,148,41,28,483,2,0
09/30/2000,Brigham Young,14,21,21,44,24,272,0,1,Syracuse,42,50,224,12,10,228,0,0
09/30/2000,California,17,46,149,31,11,89,1,1,Washington State,21,36,41,24,15,238,0,2
09/30/2000,Central Florida,31,35,136,38,27,365,1,2,Eastern Michigan,10,32,30,36,25,250,1,1
09/30/2000,Cincinnati,19,52,155,32,18,195,2,1,Tulane,24,30,119,35,22,299,2,0
09/30/2000,Clemson,52,57,315,23,12,212,0,1,Duke,22,31,67,35,16,168,1,0
09/30/2000,Central Michigan,0,24,43,24,14,125,0,2,Toledo,41,56,311,26,15,146,1,0
09/30/2000,Colorado,21,35,137,34,20,267,2,0,Kansas State,44,36,153,26,15,293,0,2
09/30/2000,Colorado State,45,55,318,29,16,185,3,0,Nevada,14,28,58,31,15,253,0,1
09/30/2000,Duke,22,31,67,35,16,168,1,0,Clemson,52,57,315,23,12,212,0,1
09/30/2000,Eastern Michigan,10,32,30,36,25,250,1,1,Central Florida,31,35,136,38,27,365,1,2
09/30/2000,Florida,35,22,-78,57,34,494,1,2,Mississippi State,47,57,351,27,14,166,2,1
09/30/2000,Florida State,59,63,260,27,18,353,1,0,Maryland,7,26,124,27,10,100,1,1
09/30/2000,Georgia,38,46,175,25,13,168,0,0,Arkansas,7,26,52,38,19,162,2,1
09/30/2000,Georgia Tech,42,40,134,30,21,238,2,0,North Carolina,28,37,89,31,17,388,2,0
09/30/2000,Hawaii,14,18,31,48,31,313,2,2,Tulsa,24,39,98,25,16,145,1,0
09/30/2000,Houston,17,33,67,47,28,348,0,0,Southern Methodist,15,18,52,58,28,326,4,0
09/30/2000,Iowa State,31,53,308,23,12,167,0,2,Baylor,17,37,108,27,8,161,1,2
09/30/2000,Idaho,56,35,183,34,20,437,1,0,Montana State,7,33,22,34,17,160,2,1
09/30/2000,Illinois,10,30,82,43,18,178,2,2,Minnesota,44,64,364,17,10,182,0,2
09/30/2000,Indiana,45,53,433,22,9,111,0,1,Iowa,33,34,152,47,30,380,0,1
09/30/2000,Iowa,33,34,152,47,30,380,0,1,Indiana,45,53,433,22,9,111,0,1
09/30/2000,Kansas,16,45,119,29,12,258,5,2,Oklahoma,34,28,98,43,29,346,0,2
09/30/2000,Kent State,11,32,38,53,27,285,3,0,Bowling Green,18,42,109,22,14,126,1,2
09/30/2000,Kansas State,44,36,153,26,15,293,0,2,Colorado,21,35,137,34,20,267,2,0
09/30/2000,Kentucky,17,24,39,42,17,192,3,0,Mississippi,35,46,179,25,15,238,0,1
09/30/2000,Louisville,41,35,156,32,19,253,1,0,Connecticut,22,27,28,54,27,306,0,1
09/30/2000,Louisiana State,38,29,142,35,23,318,0,1,Tennessee,31,27,86,62,37,319,1,0
09/30/2000,Marshall,47,46,148,41,28,483,2,0,Buffalo,14,25,6,28,15,186,1,1
09/30/2000,Michigan State,17,35,134,35,17,233,1,2,Northwestern,37,55,346,23,12,160,1,0
09/30/2000,Maryland,7,26,124,27,10,100,1,1,Florida State,59,63,260,27,18,353,1,0
09/30/2000,Memphis,3,36,67,38,23,161,3,0,Southern Miss,24,32,99,31,15,163,0,2
09/30/2000,"Miami, Florida",64,54,261,23,17,296,0,1,Rutgers,6,27,4,42,19,153,3,2
09/30/2000,"Miami, Ohio",20,42,241,50,21,189,2,1,Akron,37,43,243,19,9,214,1,1
09/30/2000,Michigan,13,44,118,27,15,257,0,2,Wisconsin,10,42,180,18,8,98,3,1
09/30/2000,Minnesota,44,64,364,17,10,182,0,2,Illinois,10,30,82,43,18,178,2,2
09/30/2000,Mississippi,35,46,179,25,15,238,0,1,Kentucky,17,24,39,42,17,192,3,0
09/30/2000,Missouri,24,31,209,39,19,283,1,1,Nebraska,42,53,311,23,11,173,0,0
09/30/2000,Mississippi State,47,57,351,27,14,166,2,1,Florida,35,22,-78,57,34,494,1,2
09/30/2000,Navy,0,41,112,6,2,8,0,0,Texas Christian,24,51,197,18,15,192,0,0
09/30/2000,North Carolina,28,37,89,31,17,388,2,0,Georgia Tech,42,40,134,30,21,238,2,0
09/30/2000,Nebraska,42,53,311,23,11,173,0,0,Missouri,24,31,209,39,19,283,1,1
09/30/2000,UL-Monroe,7,20,51,59,28,278,2,2,S W Texas State,27,44,176,26,14,144,0,0
09/30/2000,Nevada,14,28,58,31,15,253,0,1,Colorado State,45,55,318,29,16,185,3,0
09/30/2000,Northern Illinois,43,50,192,16,9,236,0,1,Ball State,14,42,66,24,17,170,0,3
09/30/2000,New Mexico,45,64,308,16,11,121,1,0,Wyoming,10,27,47,26,17,209,1,2
09/30/2000,New Mexico State,31,44,355,29,13,153,1,2,Texas-El Paso,41,45,228,28,16,237,0,1
09/30/2000,Northwestern,37,55,346,23,12,160,1,0,Michigan State,17,35,134,35,17,233,1,2
09/30/2000,Ohio,10,49,177,8,4,116,1,2,Western Michigan,23,37,138,33,23,332,2,3
09/30/2000,Oklahoma,34,28,98,43,29,346,0,2,Kansas,16,45,119,29,12,258,5,2
09/30/2000,Oklahoma State,7,36,168,23,8,101,0,2,Texas,42,44,205,33,18,299,0,0
09/30/2000,Oregon,23,52,229,22,9,119,0,0,Washington,16,28,111,37,14,229,2,1
09/30/2000,Oregon State,31,53,218,29,10,157,0,2,Southern Cal,21,30,63,38,19,282,3,1
09/30/2000,Penn State,22,44,221,25,11,109,1,0,Purdue,20,41,118,51,24,286,0,0
09/30/2000,Purdue,20,41,118,51,24,286,0,0,Penn State,22,44,221,25,11,109,1,0
09/30/2000,Rice,16,63,191,16,8,107,0,0,San Jose State,29,31,121,42,26,383,2,1
09/30/2000,Rutgers,6,27,4,42,19,153,3,2,"Miami, Florida",64,54,261,23,17,296,0,1
09/30/2000,Southern Cal,21,30,63,38,19,282,3,1,Oregon State,31,53,218,29,10,157,0,2
09/30/2000,South Carolina,17,32,85,44,20,264,3,1,Alabama,27,33,146,32,19,204,2,0
09/30/2000,San Jose State,29,31,121,42,26,373,2,1,Rice,16,63,191,16,8,107,0,0
09/30/2000,Southern Miss,24,32,99,31,15,163,0,2,Memphis,3,36,67,38,23,161,3,0
09/30/2000,Southern Methodist,15,19,54,58,28,326,4,0,Houston,17,32,69,47,28,338,0,0
09/30/2000,Stanford,3,30,68,32,14,177,2,4,Arizona,27,46,192,23,12,198,1,2
09/30/2000,UL-Lafayette,2,28,-27,38,15,118,0,2,Alabama-Birmingham,47,53,290,16,8,129,2,0
09/30/2000,Syracuse,42,50,224,12,10,228,0,0,Brigham Young,14,21,21,44,24,272,0,1
09/30/2000,Texas Christian,24,51,197,18,15,192,0,0,Navy,0,41,112,6,2,8,0,0
09/30/2000,Temple,24,25,143,32,18,154,1,0,West Virginia,29,40,152,32,18,242,1,2
09/30/2000,Tennessee,31,27,86,62,37,319,1,0,Louisiana State,38,29,142,35,23,318,0,1
09/30/2000,Texas,42,44,205,33,18,299,0,0,Oklahoma State,7,36,168,23,8,101,0,2
09/30/2000,Toledo,41,56,311,26,15,146,1,0,Central Michigan,0,24,43,24,14,125,0,2
09/30/2000,Texas Tech,15,28,23,52,29,322,3,0,Texas A & M,33,36,159,23,16,186,0,1
09/30/2000,Tulane,24,30,119,35,22,299,2,0,Cincinnati,19,52,155,32,18,195,2,1
09/30/2000,Tulsa,24,39,98,25,16,145,1,0,Hawaii,14,18,31,48,31,313,2,2
09/30/2000,Texas A & M,33,36,159,23,16,186,0,1,Texas Tech,15,28,23,52,29,322,3,0
09/30/2000,Alabama-Birmingham,47,53,290,16,8,129,2,0,UL-Lafayette,2,28,-27,38,15,118,0,2
09/30/2000,U.C.L.A.,38,48,233,31,17,267,1,3,Arizona State,31,24,98,49,24,365,2,2
09/30/2000,Nevada-Las Vegas,34,46,224,22,16,259,0,1,Air Force,13,51,219,21,9,133,1,0
09/30/2000,Utah,35,59,278,15,9,186,1,1,Utah State,14,19,52,43,19,230,3,0
09/30/2000,Texas-El Paso,41,44,230,28,16,237,0,1,New Mexico State,31,45,357,29,13,153,1,2
09/30/2000,Utah State,14,19,52,43,19,230,3,0,Utah,35,59,278,15,9,186,1,1
09/30/2000,Vanderbilt,0,29,65,34,15,87,0,0,Auburn,33,33,154,33,16,227,1,0
09/30/2000,Virginia,27,47,237,27,16,179,0,0,Wake Forest,10,34,154,30,14,153,1,0
09/30/2000,Virginia Tech,48,57,420,17,5,61,1,2,Boston College,34,40,213,24,11,74,1,0
09/30/2000,Washington,16,28,111,37,14,229,2,1,Oregon,23,52,229,22,9,119,0,0
09/30/2000,Washington State,21,36,41,24,15,238,0,2,California,17,46,149,31,11,89,1,1
09/30/2000,Wake Forest,10,34,154,30,14,153,1,0,Virginia,27,47,237,27,16,179,0,0
09/30/2000,Wisconsin,10,42,180,18,8,98,3,1,Michigan,13,44,118,27,15,257,0,2
09/30/2000,Western Michigan,23,37,138,33,23,332,2,3,Ohio,10,49,177,8,4,116,1,2
09/30/2000,West Virginia,29,40,152,32,18,242,1,2,Temple,24,25,143,32,18,154,1,0
09/30/2000,Wyoming,10,27,47,26,17,209,1,2,New Mexico,45,64,308,16,11,121,1,0
10/07/2000,Air Force,27,47,135,13,6,101,1,0,Navy,13,57,108,23,11,140,0,2
10/07/2000,Akron,27,34,85,27,17,259,0,0,Bowling Green,21,50,159,24,15,185,1,0
10/07/2000,Arkansas State,10,24,113,26,11,79,2,0,Mississippi,35,41,153,33,24,251,2,1
10/07/2000,Arizona,31,44,117,13,7,136,1,1,Southern Cal,15,27,10,50,26,321,3,2
10/07/2000,Arkansas,52,40,166,33,17,237,0,2,UL-Monroe,6,32,85,30,13,109,2,1
10/07/2000,Army,23,47,235,28,12,144,4,0,New Mexico State,42,52,202,16,10,101,0,0
10/07/2000,Auburn,10,19,18,32,17,146,0,0,Mississippi State,17,42,135,31,18,208,1,2
10/07/2000,Arizona State,30,44,146,32,12,420,1,1,California,10,40,255,32,14,135,0,3
10/07/2000,Ball State,15,56,218,29,17,186,3,1,"Miami, Ohio",10,24,65,38,15,170,2,2
10/07/2000,Baylor,0,30,100,40,13,148,2,1,Texas Tech,28,27,129,50,33,322,0,1
10/07/2000,Boise State,35,29,139,41,24,335,1,3,Washington State,42,47,131,31,21,290,0,1
10/07/2000,Boston College,55,51,361,22,15,274,0,0,Connecticut,3,26,49,40,20,215,2,1
10/07/2000,Bowling Green,21,50,159,24,15,185,1,0,Akron,27,34,85,27,17,259,0,0
10/07/2000,Buffalo,20,46,145,31,17,262,1,3,Ohio,42,62,361,8,4,109,1,0
10/07/2000,Brigham Young,38,38,198,39,25,335,0,0,Utah State,14,25,11,38,23,204,0,1
10/07/2000,California,10,40,255,32,14,135,0,3,Arizona State,30,44,146,32,12,420,1,1
10/07/2000,Central Florida,20,23,30,40,30,301,1,6,Northern Illinois,40,56,221,18,10,153,1,1
10/07/2000,Cincinnati,48,52,262,25,15,268,2,2,Houston,31,29,77,44,31,326,1,1
10/07/2000,Clemson,34,65,274,30,18,220,2,1,No Carolina State,27,23,32,50,21,370,0,0
10/07/2000,Central Michigan,21,40,109,34,20,271,2,2,Kent State,24,56,188,21,10,132,0,1
10/07/2000,Colorado,26,42,112,25,15,239,0,2,Texas A & M,19,36,71,45,28,291,0,0
