Week,Team,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
10/07/2000,Colorado State,17,34,39,36,21,252,2,0,New Mexico,14,37,73,22,16,203,0,1
10/07/2000,East Carolina,10,21,64,43,18,246,2,2,Memphis,17,56,129,25,18,175,0,1
10/07/2000,Eastern Michigan,14,26,66,22,14,106,2,1,Toledo,42,58,281,26,16,123,0,0
10/07/2000,Florida,41,34,175,32,21,298,0,0,Louisiana State,9,29,92,38,19,249,4,0
10/07/2000,Fresno State,27,34,179,31,20,220,2,2,Rice,24,58,306,13,4,61,0,2
10/07/2000,Florida State,24,27,69,58,29,496,2,1,"Miami, Florida",27,35,120,42,27,328,0,3
10/07/2000,Georgia,21,52,141,17,8,134,0,3,Tennessee,10,32,112,32,18,136,2,1
10/07/2000,Hawaii,21,16,118,44,18,266,0,2,Texas Christian,41,71,393,17,7,91,1,1
10/07/2000,Houston,31,29,77,44,31,326,1,1,Cincinnati,48,52,262,25,15,268,2,2
10/07/2000,Iowa State,27,25,37,43,22,346,2,0,Nebraska,49,60,336,17,7,164,1,0
10/07/2000,Idaho,16,48,89,50,35,365,4,0,West Virginia,28,34,116,30,12,131,1,1
10/07/2000,Indiana,33,38,174,47,23,268,1,3,Northwestern,52,61,417,17,9,119,1,1
10/07/2000,Iowa,21,37,85,25,17,146,0,2,Michigan State,16,41,286,36,14,180,2,0
10/07/2000,Kansas,13,46,103,23,10,128,1,2,Kansas State,52,49,210,22,14,258,1,0
10/07/2000,Kent State,24,56,188,21,10,132,0,1,Central Michigan,21,40,109,34,20,271,2,2
10/07/2000,Kansas State,52,49,210,22,14,258,1,0,Kansas,13,46,103,23,10,128,1,2
10/07/2000,Kentucky,17,28,93,52,34,304,2,0,South Carolina,20,30,159,31,17,228,0,2
10/07/2000,Louisville,38,39,107,30,21,227,1,0,Alabama-Birmingham,17,35,38,30,12,187,3,1
10/07/2000,Louisiana State,9,29,92,38,19,249,4,0,Florida,41,34,175,32,21,298,0,0
10/07/2000,Louisiana Tech,21,31,127,41,26,217,2,1,Mid Tennessee St,49,44,335,22,16,201,0,2
10/07/2000,Marshall,10,35,90,54,26,324,1,0,Western Michigan,30,47,286,22,12,121,1,1
10/07/2000,Michigan State,16,41,286,36,14,180,2,0,Iowa,21,37,85,25,17,146,0,2
10/07/2000,Maryland,24,31,109,34,14,207,2,0,Virginia,31,59,263,20,12,222,2,2
10/07/2000,Memphis,17,56,129,25,18,175,0,1,East Carolina,10,21,64,43,18,246,2,2
10/07/2000,"Miami, Florida",27,35,120,42,27,328,0,3,Florida State,24,27,69,58,29,496,2,1
10/07/2000,"Miami, Ohio",10,24,65,38,15,170,2,2,Ball State,15,56,218,29,17,186,3,1
10/07/2000,Michigan,31,29,174,35,26,256,0,1,Purdue,32,43,244,45,32,286,1,0
10/07/2000,Minnesota,25,49,182,20,12,166,0,1,Penn State,16,33,98,36,19,189,0,2
10/07/2000,Mississippi,35,41,163,33,24,251,2,1,Arkansas State,10,24,113,26,11,79,2,0
10/07/2000,Missouri,24,39,182,28,14,191,1,0,Oklahoma State,10,39,102,44,26,257,3,0
10/07/2000,Mississippi State,17,42,135,31,18,208,1,2,Auburn,10,19,18,32,17,146,0,0
10/07/2000,Mid Tennessee St,49,44,335,22,16,201,0,2,Louisiana Tech,21,31,127,41,26,217,2,1
10/07/2000,Navy,13,57,108,23,11,140,0,2,Air Force,27,47,135,13,6,101,1,0
10/07/2000,No Carolina State,27,23,-4,50,21,370,0,0,Clemson,34,65,274,30,18,220,2,1
10/07/2000,Notre Dame,20,50,166,18,10,100,0,0,Stanford,14,29,142,43,19,242,1,1
10/07/2000,Nebraska,49,60,336,17,7,164,1,0,Iowa State,27,25,37,43,22,346,2,0
10/07/2000,UL-Monroe,6,32,85,30,13,109,2,1,Arkansas,52,40,166,33,17,237,0,2
10/07/2000,Nevada,7,31,109,33,11,136,1,0,Nevada-Las Vegas,38,53,321,14,8,152,0,0
10/07/2000,Northern Illinois,40,56,221,18,10,153,1,1,Central Florida,20,23,30,40,30,301,1,6
10/07/2000,New Mexico,14,37,73,22,16,203,0,1,Colorado State,17,34,39,36,21,252,2,0
10/07/2000,New Mexico State,42,52,202,16,10,101,0,0,Army,23,47,235,28,12,144,4,0
10/07/2000,North Texas,41,50,262,10,5,72,0,0,Samford,6,52,166,16,9,92,1,3
10/07/2000,Northwestern,52,61,417,17,9,119,1,1,Indiana,33,38,174,47,23,268,1,3
10/07/2000,Ohio,42,62,367,8,4,109,1,0,Buffalo,20,46,145,31,17,262,1,3
10/07/2000,Ohio State,23,44,249,13,8,143,1,1,Wisconsin,7,43,109,35,19,209,1,1
10/07/2000,Oklahoma,63,56,245,28,18,289,0,2,Texas,14,17,-7,41,20,161,2,1
10/07/2000,Oklahoma State,10,39,102,44,26,257,3,0,Missouri,24,39,182,28,14,191,1,0
10/07/2000,Oregon State,30,40,160,25,13,314,0,0,Washington,33,47,281,32,20,223,0,0
10/07/2000,Penn State,16,33,98,36,19,189,0,2,Minnesota,25,49,182,20,12,166,0,1
10/07/2000,Pittsburgh,17,32,91,46,21,237,0,0,Syracuse,24,53,160,29,20,279,0,0
10/07/2000,Purdue,32,43,244,45,32,286,1,0,Michigan,31,29,174,35,26,256,0,1
10/07/2000,Rice,24,58,306,13,4,61,0,2,Fresno State,27,34,179,31,20,220,2,2
10/07/2000,Southern Cal,15,27,10,50,26,321,3,2,Arizona,31,44,117,13,7,136,1,1
10/07/2000,South Carolina,20,30,159,31,17,228,0,2,Kentucky,17,28,93,52,34,304,2,0
10/07/2000,San Diego State,34,42,117,27,19,317,1,1,Wyoming,0,30,26,30,20,158,1,2
10/07/2000,San Jose State,35,38,200,25,10,167,0,2,Southern Methodist,10,38,136,54,25,324,4,1
10/07/2000,Southern Miss,41,50,169,35,19,180,0,0,South Florida,7,25,18,27,13,133,1,0
10/07/2000,Southern Methodist,10,38,136,54,25,324,4,1,San Jose State,35,38,204,25,10,167,0,2
10/07/2000,Stanford,14,29,142,43,19,242,1,1,Notre Dame,20,50,166,18,10,100,0,0
10/07/2000,UL-Lafayette,37,40,166,35,17,291,1,0,Tulane,38,31,138,49,32,410,3,1
10/07/2000,Syracuse,24,53,154,29,20,279,0,0,Pittsburgh,17,32,91,46,21,237,0,0
10/07/2000,Texas Christian,41,71,383,17,7,91,1,1,Hawaii,21,16,118,44,18,266,0,2
10/07/2000,Temple,13,28,-15,28,13,131,3,0,Virginia Tech,35,56,214,29,14,162,2,1
10/07/2000,Tennessee,10,32,112,32,18,136,2,1,Georgia,21,52,141,17,8,134,0,3
10/07/2000,Texas,14,17,-7,41,20,161,2,1,Oklahoma,63,56,245,28,18,289,0,2
10/07/2000,Toledo,42,58,281,26,16,123,0,0,Eastern Michigan,14,26,66,22,14,106,2,1
10/07/2000,Texas Tech,28,27,129,50,33,322,0,1,Baylor,0,30,100,40,13,148,2,1
10/07/2000,Tulane,38,31,178,49,32,410,3,1,UL-Lafayette,37,40,166,35,17,291,1,0
10/07/2000,Tulsa,7,26,6,36,19,237,2,2,Texas-El Paso,40,49,264,23,17,204,0,1
10/07/2000,Texas A & M,19,36,71,45,28,291,0,0,Colorado,26,42,112,25,15,239,0,2
10/07/2000,Alabama-Birmingham,17,35,38,30,12,187,3,1,Louisville,38,39,107,30,21,227,1,0
10/07/2000,Nevada-Las Vegas,38,53,321,14,8,152,0,0,Nevada,7,31,109,33,11,136,1,0
10/07/2000,Texas-El Paso,40,49,264,23,17,204,0,1,Tulsa,7,26,6,36,19,237,2,2
10/07/2000,Utah State,14,25,11,38,23,204,0,1,Brigham Young,38,38,198,39,25,335,0,0
10/07/2000,Vanderbilt,17,32,129,16,9,145,1,0,Wake Forest,10,56,217,26,12,158,0,1
10/07/2000,Virginia,31,59,263,20,12,222,2,2,Maryland,24,31,109,34,14,207,2,0
10/07/2000,Virginia Tech,35,56,214,29,14,162,2,1,Temple,13,28,-15,28,13,131,3,0
10/07/2000,Washington,33,47,281,32,20,223,0,0,Oregon State,30,40,160,25,13,314,0,0
10/07/2000,Washington State,42,47,131,31,21,290,0,1,Boise State,35,29,139,41,24,335,1,3
10/07/2000,Wake Forest,10,56,217,26,12,158,0,1,Vanderbilt,17,32,129,16,9,145,1,0
10/07/2000,Wisconsin,7,43,109,35,19,209,1,1,Ohio State,23,44,249,13,8,143,1,1
10/07/2000,Western Michigan,30,47,286,22,12,121,1,1,Marshall,10,35,90,54,26,324,1,0
10/07/2000,West Virginia,28,34,116,30,12,131,1,1,Idaho,16,48,89,50,35,365,4,0
10/07/2000,Wyoming,0,30,26,30,20,158,1,2,San Diego State,34,42,117,27,19,317,1,1
10/14/2000,Air Force,51,71,432,14,8,193,0,1,Wyoming,34,29,82,41,28,339,1,0
10/14/2000,Akron,35,28,116,28,12,324,2,1,Northern Illinois,52,57,360,23,15,134,0,1
10/14/2000,Alabama,45,39,168,26,21,296,1,1,Mississippi,7,26,74,40,20,163,3,1
10/14/2000,Arizona,53,57,254,31,15,236,2,0,Washington State,47,34,112,37,20,378,2,3
10/14/2000,Arkansas,7,41,100,37,19,151,2,2,South Carolina,27,31,174,21,12,170,1,0
10/14/2000,Army,21,45,178,30,16,125,1,0,East Carolina,42,42,332,23,14,195,2,0
10/14/2000,Auburn,7,32,119,34,20,203,1,2,Florida,38,29,116,26,16,243,0,0
10/14/2000,Arizona State,15,38,60,46,15,202,2,4,Washington,21,42,186,30,13,110,1,5
10/14/2000,Ball State,33,56,192,20,13,104,1,0,Eastern Michigan,14,25,47,43,21,300,0,2
10/14/2000,Baylor,0,33,74,36,14,162,4,0,Texas A & M,24,30,103,41,22,311,2,1
10/14/2000,Boise State,41,41,19,39,21,333,2,0,Eastern Washington,23,31,126,39,21,201,1,5
10/14/2000,Boston College,20,36,176,24,10,119,0,0,Syracuse,13,46,306,22,9,134,4,0
10/14/2000,Bowling Green,10,42,159,36,16,222,2,0,"Miami, Ohio",24,37,141,43,24,222,0,1
10/14/2000,California,46,43,107,34,16,252,1,3,U.C.L.A.,38,45,45,40,20,309,3,0
10/14/2000,Central Florida,34,22,80,33,20,255,2,0,Eastern Kentucky,3,37,20,34,20,216,3,1
10/14/2000,Cincinnati,24,34,108,29,11,142,3,0,Louisville,38,42,147,32,25,326,2,1
10/14/2000,Clemson,35,61,278,20,10,186,1,1,Maryland,14,37,82,22,8,179,3,0
10/14/2000,Colorado,14,36,55,36,12,78,2,1,Texas,28,41,166,40,23,308,1,3
10/14/2000,Colorado State,20,42,158,28,20,222,1,1,Nevada-Las Vegas,19,43,200,14,9,80,0,0
10/14/2000,Duke,14,33,108,37,15,152,1,1,Florida State,63,25,71,49,37,536,1,0
10/14/2000,East Carolina,42,42,332,23,14,195,2,0,Army,21,45,178,30,16,125,1,0
10/14/2000,Eastern Michigan,14,23,41,39,19,268,0,2,Ball State,33,56,192,19,12,97,1,0
10/14/2000,Florida,38,31,122,30,18,275,0,0,Auburn,7,32,119,35,21,210,1,2
10/14/2000,Fresno State,58,40,125,21,11,201,0,0,Nevada,21,29,61,49,29,341,2,1
10/14/2000,Florida State,63,25,71,49,37,536,1,0,Duke,14,33,108,37,15,152,1,1
10/14/2000,Georgia,29,30,92,31,12,215,0,0,Vanderbilt,19,30,115,43,29,327,3,1
10/14/2000,Georgia Tech,52,47,245,24,16,333,0,0,Wake Forest,20,39,179,43,27,272,2,2
10/14/2000,Hawaii,30,17,50,42,23,314,1,1,Southern Methodist,15,47,126,27,16,145,0,1
10/14/2000,Iowa State,33,40,210,38,19,290,1,0,Oklahoma State,26,37,132,46,26,328,1,2
10/14/2000,Illinois,31,44,169,28,17,248,1,1,Iowa,0,32,86,34,18,181,2,2
10/14/2000,Indiana,0,33,85,30,14,101,1,2,Michigan,58,52,282,22,17,280,0,1
10/14/2000,Iowa,0,32,86,34,18,181,2,2,Illinois,31,44,169,28,17,248,1,1
10/14/2000,Kansas,38,58,219,30,14,234,1,2,Missouri,17,26,10,34,16,237,4,1
10/14/2000,Kent State,7,39,141,20,7,41,2,0,Ohio,44,56,233,11,9,136,0,1
10/14/2000,Kansas State,31,33,144,36,14,211,2,0,Oklahoma,41,36,11,38,29,374,1,0
10/14/2000,Kentucky,0,22,117,55,31,280,1,3,Louisiana State,34,46,114,33,15,225,0,0
10/14/2000,Louisville,38,42,147,32,25,326,2,1,Cincinnati,24,34,108,29,11,142,3,0
10/14/2000,Louisiana State,34,46,114,33,15,225,0,0,Kentucky,0,22,117,55,31,280,1,3
10/14/2000,Louisiana Tech,48,24,97,48,35,399,1,1,UL-Lafayette,14,48,223,26,10,77,1,1
10/14/2000,Marshall,0,28,42,39,21,218,2,2,Toledo,42,49,247,19,13,140,0,1
10/14/2000,Michigan State,10,46,183,24,12,183,3,0,Wisconsin,17,40,101,21,7,96,0,0
10/14/2000,Maryland,14,37,82,22,8,179,3,0,Clemson,35,61,278,20,10,186,1,1
10/14/2000,Memphis,9,35,57,22,11,129,1,1,Alabama-Birmingham,13,37,56,27,14,144,0,1
10/14/2000,"Miami, Ohio",24,37,141,43,24,222,0,1,Bowling Green,10,42,159,36,16,222,2,0
10/14/2000,Michigan,58,52,282,22,17,280,0,1,Indiana,0,33,85,30,14,101,1,2
10/14/2000,Minnesota,29,48,138,28,16,243,0,1,Ohio State,17,35,70,28,11,130,0,0
10/14/2000,Mississippi,7,26,74,40,20,163,3,1,Alabama,45,39,168,26,21,296,1,1
10/14/2000,Missouri,17,26,10,34,16,237,4,1,Kansas,38,58,219,30,14,234,1,2
10/14/2000,Mid Tennessee St,28,42,192,24,14,151,0,0,UL-Monroe,0,25,76,32,20,119,0,1
10/14/2000,Navy,14,32,58,20,11,188,0,2,Notre Dame,45,55,218,21,14,229,1,1
10/14/2000,North Carolina,20,49,158,25,12,128,0,2,No Carolina State,38,46,171,26,14,221,1,0
10/14/2000,No Carolina State,38,46,171,26,14,221,1,0,North Carolina,20,49,158,25,12,128,0,2
10/14/2000,Notre Dame,45,55,218,21,14,229,1,1,Navy,14,32,58,20,11,188,0,2
10/14/2000,Nebraska,56,77,442,14,7,98,1,1,Texas Tech,3,12,19,48,22,181,2,0
10/14/2000,UL-Monroe,0,25,76,32,20,119,0,1,Mid Tennessee St,28,42,192,24,14,151,0,0
10/14/2000,Nevada,21,29,61,49,29,341,2,1,Fresno State,58,40,125,21,11,201,0,0
10/14/2000,Northern Illinois,52,57,360,23,15,134,0,1,Akron,35,28,116,28,12,324,2,1
10/14/2000,New Mexico State,42,53,450,15,10,144,1,1,Tulsa,28,40,86,26,14,306,0,1
10/14/2000,North Texas,12,35,69,17,8,72,1,0,Utah State,17,40,156,36,21,170,1,0
10/14/2000,Northwestern,28,37,83,36,24,369,2,0,Purdue,41,47,222,40,22,239,1,1
10/14/2000,Ohio,44,56,233,11,9,136,0,1,Kent State,7,39,141,20,7,41,2,0
10/14/2000,Ohio State,17,35,70,28,11,130,0,0,Minnesota,29,48,138,28,16,243,0,1
10/14/2000,Oklahoma,41,36,11,38,29,374,1,0,Kansas State,31,33,144,36,14,211,2,0
10/14/2000,Oklahoma State,26,37,132,46,26,328,1,2,Iowa State,33,40,210,38,19,290,1,0
10/14/2000,Oregon,28,41,117,42,28,382,1,2,Southern Cal,17,33,229,36,15,194,1,1
10/14/2000,Oregon State,38,37,147,26,14,324,0,1,Stanford,6,49,148,33,18,185,2,1
10/14/2000,Purdue,41,47,222,40,22,239,1,1,Northwestern,28,37,83,36,24,369,2,0
10/14/2000,Rutgers,14,27,108,39,19,243,1,4,Temple,48,57,202,32,21,254,1,2
10/14/2000,Southern Cal,17,33,229,36,15,194,1,1,Oregon,28,41,117,42,28,382,1,2
10/14/2000,South Carolina,27,31,174,21,12,170,1,0,Arkansas,7,41,100,37,19,151,2,2
10/14/2000,San Diego State,7,35,93,39,15,157,0,0,Utah,21,38,99,20,12,230,2,1
10/14/2000,San Jose State,30,26,218,35,16,166,1,0,Texas-El Paso,47,50,186,36,21,292,1,0
10/14/2000,Southern Miss,56,35,256,24,15,224,1,1,Tulane,24,49,138,50,22,260,2,2
10/14/2000,Southern Methodist,15,47,126,27,16,145,0,1,Hawaii,30,17,50,42,23,314,1,1
10/14/2000,Stanford,6,49,148,33,18,185,2,1,Oregon State,38,37,147,26,14,324,0,1
10/14/2000,UL-Lafayette,14,48,223,26,10,77,1,1,Louisiana Tech,48,24,97,48,35,399,1,1
10/14/2000,Syracuse,13,46,306,22,9,134,4,0,Boston College,20,36,176,24,10,119,0,0
10/14/2000,Temple,48,57,202,32,21,254,1,2,Rutgers,14,27,108,39,19,243,1,4
10/14/2000,Texas,28,41,166,40,23,308,1,3,Colorado,14,36,55,36,12,78,2,1
10/14/2000,Toledo,42,49,247,19,13,140,0,1,Marshall,0,28,42,39,21,218,2,2
10/14/2000,Texas Tech,3,12,19,48,22,181,2,0,Nebraska,56,77,442,14,7,98,1,1
10/14/2000,Tulane,24,49,138,50,22,260,2,2,Southern Miss,56,35,256,24,15,224,1,1
10/14/2000,Tulsa,28,40,86,26,14,306,0,1,New Mexico State,42,53,450,15,10,144,1,1
10/14/2000,Texas A & M,24,30,103,41,22,311,2,1,Baylor,0,33,74,36,14,162,4,0
10/14/2000,Alabama-Birmingham,13,37,56,27,14,144,0,1,Memphis,9,35,57,22,11,129,1,1
10/14/2000,U.C.L.A.,38,45,45,40,20,309,3,0,California,46,43,107,34,16,252,1,3
10/14/2000,Nevada-Las Vegas,19,43,200,14,9,80,0,0,Colorado State,20,42,158,28,20,222,1,1
10/14/2000,Utah,21,38,99,20,12,230,2,1,San Diego State,7,35,93,39,15,157,0,0
10/14/2000,Texas-El Paso,47,50,186,36,21,292,1,0,San Jose State,30,26,218,35,16,166,1,0
10/14/2000,Utah State,17,40,156,32,20,175,1,0,North Texas,12,35,69,17,8,72,1,0
10/14/2000,Vanderbilt,19,30,115,44,30,338,3,1,Georgia,29,30,92,31,12,215,0,0
10/14/2000,Virginia Tech,48,48,271,18,10,233,0,3,West Virginia,20,33,78,33,15,170,2,0
10/14/2000,Washington,21,42,186,30,13,110,1,5,Arizona State,15,38,60,46,15,202,2,4
10/14/2000,Washington State,47,34,112,37,20,378,2,3,Arizona,53,57,254,31,15,236,2,0
10/14/2000,Wake Forest,20,39,179,43,27,272,2,2,Georgia Tech,52,47,245,25,17,344,0,0
10/14/2000,Wisconsin,17,40,101,21,7,96,0,0,Michigan State,10,46,183,24,12,183,3,0
10/14/2000,West Virginia,20,33,78,33,15,170,2,0,Virginia Tech,48,48,271,18,10,233,0,3
10/14/2000,Wyoming,34,29,82,41,28,339,1,0,Air Force,51,71,432,14,8,193,0,1
10/21/2000,Air Force,23,38,145,27,15,153,1,2,New Mexico,29,55,251,17,10,170,0,0
10/21/2000,Akron,35,50,289,32,17,147,1,2,Connecticut,38,43,106,35,22,293,0,0
10/21/2000,Arkansas State,29,63,399,54,33,409,1,2,New Mexico State,35,98,431,69,45,597,0,1
10/21/2000,Alabama,10,28,44,30,14,181,2,1,Tennessee,20,42,96,24,17,213,0,0
10/21/2000,Arizona,10,32,17,32,15,200,1,1,Oregon,14,45,137,22,9,123,1,0
10/21/2000,Army,21,40,221,34,21,171,1,0,Tulane,17,38,164,43,23,268,2,0
10/21/2000,Auburn,38,48,301,18,12,135,1,0,Louisiana Tech,28,17,36,65,47,433,2,1
10/21/2000,Arizona State,23,50,117,32,20,251,2,0,Washington State,20,37,167,32,14,321,3,2
10/21/2000,Ball State,44,57,192,18,13,248,0,2,Buffalo,35,44,252,24,14,172,1,1
10/21/2000,Baylor,0,27,5,29,7,79,0,2,Nebraska,59,67,459,12,5,49,0,0
10/21/2000,Boise State,59,54,291,28,20,292,0,2,North Texas,0,39,120,20,3,42,3,0
10/21/2000,Boston College,26,34,140,37,19,284,3,0,Pittsburgh,42,45,252,29,16,332,0,1
10/21/2000,Bowling Green,20,50,141,22,11,113,0,0,Eastern Michigan,6,21,59,44,21,216,0,2
10/21/2000,Buffalo,35,44,252,24,14,172,1,1,Ball State,44,57,192,18,13,248,0,2
10/21/2000,Brigham Young,15,34,63,58,34,376,0,1,San Diego State,16,28,70,30,14,239,0,2
10/21/2000,California,24,29,132,32,14,213,1,2,Washington,36,42,113,35,19,225,0,1
10/21/2000,Central Florida,55,22,84,29,17,338,1,0,UL-Monroe,0,38,-20,34,17,182,1,3
10/21/2000,Clemson,38,45,112,25,14,296,0,0,North Carolina,24,38,89,34,18,314,2,1
10/21/2000,Central Michigan,3,32,111,37,18,179,2,0,Ohio,52,62,444,11,4,63,0,1
10/21/2000,Colorado,15,32,90,36,20,246,0,0,Kansas,23,51,262,22,10,152,0,1
10/21/2000,Colorado State,24,35,68,36,18,207,1,0,Utah,17,39,110,24,9,142,3,1
10/21/2000,Duke,10,46,112,43,22,210,2,1,Georgia Tech,45,35,226,21,12,221,1,0
10/21/2000,East Carolina,28,48,145,20,11,174,2,0,Louisville,25,38,130,42,22,252,4,0
10/21/2000,Eastern Michigan,6,21,59,44,21,216,0,2,Bowling Green,20,50,141,22,11,113,0,0
10/21/2000,Fresno State,13,31,93,31,14,142,1,0,Texas-El Paso,23,44,157,29,20,212,1,0
10/21/2000,Florida State,37,33,128,35,22,426,1,1,Virginia,3,46,33,27,14,166,2,3
10/21/2000,Georgia,34,23,43,39,20,400,1,0,Kentucky,30,26,92,58,39,528,2,0
10/21/2000,Georgia Tech,45,35,226,21,12,221,1,0,Duke,10,46,112,43,22,210,2,1
10/21/2000,Hawaii,13,9,10,48,25,227,5,0,Rice,38,69,315,7,3,45,0,0
10/21/2000,Houston,33,31,64,50,33,262,1,1,Memphis,30,46,73,26,12,129,0,1
10/21/2000,Iowa State,7,26,102,35,16,137,2,0,Texas A & M,30,50,221,27,16,248,0,1
10/21/2000,Idaho,14,79,327,74,51,590,1,1,Utah State,31,72,321,67,35,604,1,2
10/21/2000,Illinois,25,32,129,50,30,343,2,2,Penn State,39,46,182,24,13,208,0,1
10/21/2000,Indiana,51,54,348,21,12,263,1,1,Minnesota,43,41,151,36,23,324,1,1
10/21/2000,Iowa,10,39,13,42,22,233,1,1,Ohio State,38,33,108,36,20,338,0,0
10/21/2000,Kansas,23,51,262,22,10,152,0,1,Colorado,15,32,90,36,20,246,0,0
10/21/2000,Kent State,12,36,75,37,16,162,1,0,Marshall,34,30,181,42,31,312,0,1
10/21/2000,Kansas State,28,44,125,25,13,160,2,0,Texas Tech,23,28,35,60,29,302,2,0
10/21/2000,Kentucky,30,26,92,58,39,528,2,0,Georgia,34,24,38,38,20,400,1,0
10/21/2000,Louisville,25,38,130,42,22,252,4,0,East Carolina,28,48,145,20,11,174,2,0
10/21/2000,Louisiana State,45,43,220,38,24,246,1,1,Mississippi State,38,40,239,26,12,215,1,0
10/21/2000,Louisiana Tech,28,17,36,65,47,433,2,1,Auburn,38,48,297,18,12,139,1,0
10/21/2000,Marshall,34,30,181,42,31,312,0,1,Kent State,12,36,75,37,16,162,1,0
10/21/2000,Michigan State,0,44,63,37,26,292,1,1,Michigan,14,35,188,37,17,138,0,1
10/21/2000,Maryland,37,42,233,31,20,246,0,1,Wake Forest,7,30,72,50,29,354,3,1
10/21/2000,Memphis,30,46,73,26,12,129,0,1,Houston,33,31,64,50,33,262,1,1
10/21/2000,Miami-Florida,45,36,152,23,12,205,1,3,Temple,17,44,122,31,17,135,1,1
10/21/2000,Michigan,14,35,188,37,17,138,0,1,Michigan State,0,44,63,37,26,292,1,1
10/21/2000,Minnesota,43,41,151,36,23,324,1,1,Indiana,51,54,348,21,12,263,1,1
10/21/2000,Missouri,12,38,145,33,12,176,2,1,Texas,46,36,212,32,21,282,1,3
10/21/2000,Mississippi State,38,40,239,26,12,215,1,0,Louisiana State,45,43,220,38,24,246,1,1
10/21/2000,Mid Tennessee St,9,20,65,29,16,146,1,0,Alabama-Birmingham,14,58,240,28,17,153,0,1
10/21/2000,Navy,21,70,260,18,8,107,0,1,Rutgers,28,32,112,33,18,304,1,-1
10/21/2000,North Carolina,24,38,89,34,18,314,2,1,Clemson,38,45,112,25,14,296,0,0
10/21/2000,Notre Dame,42,43,227,17,9,146,0,-1,West Virginia,28,46,134,35,16,305,1,0
10/21/2000,Nebraska,59,67,459,12,5,49,0,0,Baylor,0,27,5,29,7,79,0,2
10/21/2000,UL-Monroe,0,38,-20,34,17,182,1,3,Central Florida,55,22,84,29,17,338,1,0
10/21/2000,Nevada-Reno,30,38,157,51,28,357,2,0,San Jose State,49,46,265,27,19,238,0,2
10/21/2000,Northern Illinois,22,38,162,20,12,193,1,1,Western Michigan,52,46,209,35,22,209,0,0
10/21/2000,New Mexico,29,55,251,17,10,170,0,0,Air Force,23,38,145,27,15,153,1,2
10/21/2000,New Mexico State,35,55,259,40,21,258,0,1,Arkansas State,29,28,208,23,18,244,0,2
10/21/2000,North Texas,0,39,120,20,3,42,3,0,Boise State,59,54,291,28,20,292,0,2
10/21/2000,Ohio,52,62,444,11,4,63,0,1,Central Michigan,3,32,111,37,18,179,2,0
10/21/2000,Ohio State,38,33,108,36,20,338,0,0,Iowa,10,39,13,42,22,233,1,1
10/21/2000,Oregon,14,45,137,22,9,123,1,0,Arizona,10,32,17,32,15,200,1,1
10/21/2000,Oregon State,44,53,253,37,23,351,1,2,U.C.L.A.,38,31,72,33,19,363,0,1
10/21/2000,Penn State,39,46,182,24,13,208,0,1,Illinois,25,32,129,50,30,343,2,2
10/21/2000,Pittsburgh,42,45,252,29,16,332,0,1,Boston College,26,34,140,37,19,284,3,0
10/21/2000,Purdue,30,26,145,43,21,274,0,0,Wisconsin,24,42,158,29,21,243,0,1
10/21/2000,Rice,38,69,315,7,3,45,0,0,Hawaii,13,9,10,48,25,227,5,0
10/21/2000,Rutgers,28,32,112,33,18,304,1,0,Navy,21,70,260,18,8,107,0,1
10/21/2000,Southern Cal,30,29,230,30,15,190,2,0,Stanford,32,55,198,41,20,223,2,0
10/21/2000,South Carolina,30,52,339,26,12,151,1,1,Vanderbilt,14,27,148,27,14,214,2,1
10/21/2000,San Diego State,16,28,70,30,14,239,0,2,Brigham Young,15,34,63,58,34,376,0,1
10/21/2000,San Jose State,49,46,265,27,19,238,0,2,Nevada-Reno,30,38,157,51,28,357,2,0
10/21/2000,Stanford,32,55,198,41,20,223,2,0,Southern Cal,30,29,230,30,15,190,2,0
10/21/2000,Syracuse,14,41,111,25,13,217,4,1,Virginia Tech,22,48,165,11,6,75,0,0
10/21/2000,Texas Christian,17,46,223,12,7,62,0,1,Tulsa,3,39,72,39,18,222,4,0
10/21/2000,Temple,17,44,122,31,17,135,1,1,Miami-Florida,45,36,152,23,12,205,1,3
10/21/2000,Tennessee,20,42,96,24,17,213,0,0,Alabama,10,27,49,31,14,181,2,1
10/21/2000,Texas,46,36,212,32,21,282,1,3,Missouri,12,38,145,33,12,176,2,1
10/21/2000,Texas Tech,23,28,35,60,29,302,2,0,Kansas State,28,44,125,25,13,160,2,0
10/21/2000,Tulane,17,38,164,43,23,268,2,0,Army,21,40,221,34,21,171,1,0
10/21/2000,Tulsa,3,39,72,39,18,222,4,0,Texas Christian,17,46,223,12,7,62,0,1
10/21/2000,Texas A & M,30,50,221,27,16,248,0,1,Iowa State,7,26,102,35,16,137,2,0
10/21/2000,Alabama-Birmingham,14,58,240,28,17,153,0,1,Mid Tennessee St,9,20,65,29,16,146,1,0
10/21/2000,U.C.L.A.,38,31,72,33,19,363,0,1,Oregon State,44,53,253,37,23,351,1,2
10/21/2000,Nevada-Las Vegas,42,35,193,15,9,175,2,0,Wyoming,23,43,128,42,28,237,0,1
